Job_Role,Company,Location,Job Experience,Skills/Description
Analyst - Risk and Compliance,IBM,Bangalore/Bengaluru,1-5,"Data analysis, Change management, Project management, Anti money laundering, Financial services, Due diligence, Interpersonal skills, Compliance"
Quality Analyst (Automation with Cypress),Quacquarelli Symonds,Bangalore/Bengaluru,0-3,"Product management, Automation, Product engineering, Data management, Test management, Analytical, Agile, Testing"
Product Analyst,Good Worker,Bangalore/Bengaluru,0-3,"Product Analyst, Data analysis, Interpersonal skills, Version control, Executive, Business analytics, Data analytics, data visualization"
Order To Cash Analyst,Genpact,Noida,0-5,"O2c, OTC, Deduction, Dispute Settlement, Collection, Bills Receivables"
Qlik Sense BI analyst (Qlik Coder) - 6 months To 5 years - Chennai,Chemplast Sanmar,Chennai,0-5,"qliksense, qlik coder, qlik"
Technology Services- Process Manager- Business Analyst,eClerx,Mumbai,6-11,"Database Designing, IT Skills, Software Development, RPA, Software Development Life Cycle, Application Development, RPA technologies, Web Technologies"
Business Analyst,BNP Paribas,Mumbai,1-4,"Unix, Business process, Administration, Data management, Production support, Business analysis, Analytical, Project planning"
Business Analyst,Morningstar,Mumbai,3-5,"Data analysis, Business Analyst, Business analysis, Analytical, Test case review, data mapping, User acceptance testing, Release management"
Business Analyst,Uber,Visakhapatnam,3-7,"Kaizen, Data management, Coding, Analytical, Process improvement, Business intelligence, Operations, SQL"
Business Requirement Analysis Business Analyst,Accenture,Hyderabad/Secunderabad,6-8,"Data management, Consulting, Cash management, Asset management, Financial services, analytical, software delivery lifecycle, Charles River"
HRSS Analyst,Harsco,Hyderabad/Secunderabad,0-3,"ERP, HR processes, Excel, HR operations, Manual, data integrity, Customer service, Oracle"
Business Analyst,Satin Finserv Limited,Thane,0-0,"data presentation, data analytics, Business Analytics, business analysis, new product development"
IT Risk Analyst,BNY Mellon,Pune,0-1,"Computer science, IT risk, data security, Disaster recovery, Risk Analyst, Asset management, Risk management, Information technology"
Associate Vice President - Analytics/Data Science - IIM/IIT/XLRI/FMS/N,HuQuo Consulting Pvt. Ltd.,Gurgaon/Gurugram,7-12,"Data Science, Go Getter, Data Engineering, Analytics"
Senior/Lead Machine Learning Engineer,Manhattan,Bangalore/Bengaluru,5-9,"IT Skills, J2EE, Python, Data Science, Machine Learning, Cloud, Oracle, Unix"
Senior Product Analyst / Associate Director - Product Analytics,TalentStack,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",4-9,"BigQuery, Product Analytics, SQL, R, Product Operations, web analytics, Exploratory Analysis, Omniture"
"Lead Engineer - 2,SAP BODS Developer and Governance Analyst",PEPSI FOODS PRIV LIMITED,Hyderabad/Secunderabad,4-8,"SAP ERP, Manager Quality Assurance, Production support, Coding, Enterprise applications, Debugging, Test cases, Unit testing"
Data Engineer,Vacancieshub HRM solutions Pvt Ltd,"Kochi/Cochin, Ernakulam",3-8,"Data Engineering, Pandas, NumPy, Python, SQL, JSON, XML, SQL queries"
Data Engineers,mycitynagpur,Nagpur,2-5,"Web development, IT support, Programming, Web designing, Testing"
Data Engineer - AWS,Hema HR Services,Remote,3-8,"AWS, Athena, Amazon RedShift, Glue, Snowflake, GCP, Kinesis, S3"
Data Engineer,ERAstar,Noida,5-9,"PowerBI, Microsoft Azure, Tableau, Python, SQL, data science, JSON, IT Skills"
Associate Business Analyst,J2 Cloud Services,"Mumbai, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3-5,"Data analysis, Google Analytics, Project management, Analytical, Data collection, Business intelligence, Product marketing, SQL"
Associate - Category services - Inventory Ops - Business Analyst,Myntra,Bangalore/Bengaluru,2-3,"Business Analyst, Problem Solving, Advanced Excel, Data Analyst, Tableau, Data Analytics, Supply Chain, Python"
Associate Analyst - Strategic Projects,EY,"Noida, Delhi / NCR, Gurgaon",2-3,"Excel, Power Bi, Data Visualization, Powerpoint, Risk Management"
Associate - Category services - Inventory Ops - Business Analyst,referral,Bangalore/Bengaluru,2-3,"Supply chain, Business reporting, Analytical, Conceptualization, Data Analyst, Stakeholder management, Monitoring, Inventory"
Field Application Scientist,Premas Life Science,Ahmedabad,2-7,"Product Development, Communication Skills, Customer Support, Sales, Genomics, Problem Solving, Data Analysis, Biochemistry"
"Associate Analyst, Workday",Evolent Health,Pune,0-3,"Finance ERP system, Internal Audit, Custom Reports, Finance, Financial Accounting, Business Process, Human Rights, Data Maintenance"
Azure Senior Engineer,DXC Technology,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",7-12,"azure databricks, azure data lake, etl tool"
Azure Senior Engineer,DXC Technology,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",7-12,"azure databricks, azure data lake, Azure SQL, ADB, Azure Data Factory, ETL, Datawarehouse, ADF"
Senior Analytics Engineer,Thomson Reuters,Bangalore/Bengaluru,2-5,"Warehouse, Data management, Compliance, data security, Diversity and Inclusion, data governance, Manager Technology, Taxation"
Sr Software Engineer - Architect,Uber,Bangalore/Bengaluru,4-8,"Customer acquisition, Backend, Coding, Customer retention, Application software, Distribution system, Analytics, Monitoring"
Sr Software Engineer/ Architect - Frontend,Uber,Bangalore/Bengaluru,8-13,"Backend, Web development, Javascript, Customer retention, Unit testing, Open source, Analytics, Android"
Sr Software Engineer,Uber,Bangalore/Bengaluru,6-11,"Architecture, Scalability, Coding, Corporate, Production, Technical leadership, Manager Technology, Distribution system"
Senior AWS Engineer,Accolite Software India Pvt Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",3-7,"Data management, Design development, Database, Deployment, Data warehousing, AWS, Analytics, Testing"
Sr. Full Stack Visualization Engineer,Kimberly-Clark Lever Limited,Bangalore/Bengaluru,12-17,"Supply chain, data cleansing, Data analysis, NoSQL, SAS, GCP, Configuration management, SQL"
Senior Engineer,GSK India,Bangalore/Bengaluru,4-7,"Procurement, GCP, Analytical, Javascript, Agile, Healthcare, Genetics, PWD"
Sr. ML Ops Engineer,Kimberly-Clark Lever Limited,Bangalore/Bengaluru,2-12,"Computer science, NoSQL, Configuration management, Machine learning, Workflow, Data processing, Open source, Monitoring"
Senior Devops Engineer,Oracle,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",6-10,"Docker, Kubernetes, Python, Jenkins, Terraform, Bash Scripting, Helm, Devops"
Sr Software Engineer/ Architect - Android,Uber,Bangalore/Bengaluru,3-8,"Computer science, Architect, Mobile development, Scalability, Coding, Infrastructure, Customer experience, Mobile applications"
Senior AI Software Engineer,Thomson Reuters,Bangalore/Bengaluru,2-5,"Product management, Computer science, GCP, Machine learning, Data collection, Data structures, Open source, Monitoring"
Senior Business Analyst - EdTech,Serving Skill,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",5-10,"Tableau, Data Analytics, SQL, Business Intelligence, Excel, Data Visualization, Analytics"
Senior Business Analyst,Serving Skill,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",5-10,"Business Intelligence, Excel, Customer Segmentation, Data Analysis, Data Visualization, Tableau, Dashboards, Data Analytics"
Senior Business Analyst - EdTech,Serving Skill,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",5-10,"Data Analysis, Tableau, SQL, Business Intelligence, Data Analytics, Analytics"
Senior Business Analyst,Huquo Consulting Pvt. Ltd,"Noida, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",5-9,"AI Modelling, ML Modelling, Data Requirement Gathering, Predictive Modeling, Product Management, Data Quality, Business Analyst, Product Roadmap"
Senior Software Engineer - Architect,Uber,Bangalore/Bengaluru,4-8,"Computer science, Backend, NoSQL, Data modeling, cassandra, MySQL, Machine learning, Analytics"
Computer Aided Engineer ( CAE)- Statistical Analysis,Applied Materials,Bangalore/Bengaluru,7-10,"CAE, Data analysis, Computer Aided Engineer, physics simulations, data processing, statistical modeling, Tableau, JMP"
Senior Software Engineer | Java | SFO - 1,Walmart,Bangalore/Bengaluru,5-8,"IT Skills, Java, Cloud, Azure, Supply chain, Cloud computing, Hibernate, Automation"
Sr Software Engineer - Mobile Networking Team,Uber,Bangalore/Bengaluru,1-4,"TCP, Computer science, Linux, Coding, IPV6, DNS, HTTP, SDK"
Sr Analytics Engineer,Visa,Bangalore/Bengaluru,3-7,"IT Skills, Python, Big Data, Tableau, Computer science, NoSQL, RDBMS, Database design"
Sr Visualization Engineer - Tableau,Applied Materials,Bangalore/Bengaluru,4-7,"AI/ML application, BI, testing, GIS project management, software application development, Change Management, Business Intelligence, Bidding"
Senior Software Engineer II - Sr Architect,Uber,Bangalore/Bengaluru,10-15,"Backend, Software Engineer II, Machine learning, SCALA, Data structures, Competitive intelligence, Data mining, Distribution system"
"Senior Manager - Software Engineering, Machine Learning",Salesforce,Bangalore/Bengaluru,9-13,"Product management, Computer science, Coding, Artificial Intelligence, Machine learning, Scrum, SCM, Distribution system"
Career Restart - Software Senior Engineer,Dell Technologies,Bangalore/Bengaluru,6-8,"REST API, Java, Web Services, IT Skills, Cloud, Tableau, Hibernate, Reactive Programming"
Software Senior Engineer,Dell Technologies,Bangalore/Bengaluru,6-8,"Java, REST API, Web Services, Hibernate, XML, PostgreSQL, SaaS, Object Oriented Analysis & Design"
Senior Software Engineer (DBA),Dell Technologies,Bangalore/Bengaluru,4-9,"Greenplum, Postgres, SQL, MySQL DBA, ETL, Python, database modeling, BASH scripting"
Software Senior Engineer,Dell Technologies,Bangalore/Bengaluru,6-8,"PostgreSQL, Java DB technologies, Linux, SaaS, REST API, Web Services, REST, Tableau"
Software Senior Engineer,Dell Technologies,Bangalore/Bengaluru,6-11,"Kafka, Spark, Oracle, IT Skills, Java, Software Development, Cloud, Big Data"
Software Senior Engineer,Dell Technologies,Bangalore/Bengaluru,6-11,"Java, Scala, Big data application development, Maven, Software Development, GIT, BDD, TDD"
"Sr Analytics Engineer (ETL, Tableau , MySQL)",Visa,Bangalore/Bengaluru,4-8,"IT Skills, Python, Big Data, Tableau, Computer science, NoSQL, RDBMS, Database design"
Senior Business Intelligence Engineer,Visa,Bangalore/Bengaluru,5-8,"Data Science, Hive, Power Bi, Scala, Hadoop, Big Data, Data Visualization, Spark"
Senior Software Engineer - Full Stack,Walmart,Bangalore/Bengaluru,7-8,"Computer science, Front end, Javascript, Agile, JDBC, Application development, MVC, Business intelligence"
Senior Software Engineer,Walmart,Bangalore/Bengaluru,4-8,"IT Skills, Java, Cloud, Azure, Order management, Cloud computing, Hibernate, Automation"
Sr SW Engineer,Visa,Bangalore/Bengaluru,3-7,"Hive, Hadoop, Sql Server, Big Data, Database Design, Data Mining, Statistics, Python"
Senior Software Engineer,Walmart,Bangalore/Bengaluru,4-7,"IT Skills, Java, J2EE, Python, Software Development, Cloud, Computer science, Automation"
Senior Business Analyst - FMCD,Serving Skill,Bangalore/Bengaluru,2-5,"data warehouse, Data Warehousing, Tableau, Data Analytics, Machine Learning, data engineering, Analytics, Python"
Senior Business Analyst - SAS/R/Python - Banking Domain,Huquo Consulting Pvt. Ltd,"Bangalore/Bengaluru, Delhi / NCR",3-5,"SAS, Data Management, Data Analytics, Statistics, Machine Learning, Analytics, Python, SQL"
Senior Business Analyst - BPMN/ UML,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",5-9,"BPMN, Data analysis, UML, Operations Transformation, business analysis, System analysis"
Senior Business Analyst - ETL/SSIS,Huquo Consulting Pvt. Ltd,Bangalore/Bengaluru,3-5,"PowerShell, REST, Azure, VSTS, Teradata, Waterfall, SCD, JSON"
Senior Business Analyst - MDM / Java,Huquo Consulting Pvt. Ltd,Bangalore/Bengaluru,4-6,"Change Management, Java, Open Source, ESB, MDM, Data Architect, Master Data Management, EBX5"
Senior Business Analyst - SAS + SQL,Huquo Consulting Pvt. Ltd,Bangalore/Bengaluru,2-5,"SAS, Consulting, Data Analytics, Statistics, Analytics, SQL"
Business Analyst/Senior Business Analyst,ApicalGo Consultancy,Bangalore/Bengaluru,3-8,"Adobe Analytics and RPython, PowerPoint, Business Analyst, Power BI, Solr, Tableau, Data Analytics, Adobe Analytics"
Senior Business Analyst,Huquo Consulting Pvt. Ltd,Bangalore/Bengaluru,3-6,"R, SAS, SQL, analytical, data mining, Business Analysis"
Senior Business Analyst - ETL/ SSIS,Huquo Consulting Pvt. Ltd,Bangalore/Bengaluru,3-5,"XML, ETL, SSIS, IT Skills, Java, Oracle, Power BI, Azure"
Senior Software Quality Assurance Analyst - Manual Testing,Talent-Max Consultant,Hyderabad/Secunderabad,5-8,"Manual Testing, IT Skills, Testing, Quality Assurance, Selenium, DevOps, Automation Testing, Performance Testing"
Senior Lead Implementation Analyst,LifeWorks,Noida,5-9,"Automation, Test strategy, Testing tools, Coding, Configuration management, Workflow, Selenium, Data mining"
Senior Lead Implementation Analyst,Morneau Shepell,Noida,4-9,"Automation, Test strategy, Testing tools, Coding, Configuration management, Workflow, Selenium, Data mining"
Lead Product Analyst - Internet/Online/KPO,TalentStack,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",5-10,"Product Analytics, product design, Data Visualization, Tableau, Data Analytics, Statistics, Analytics, SQL"
Big Data Developer (Spark)| Gurgaon | upto 35 LPA | asap joiner Only,RIMPAC HR SERVICES LLP,"Noida, Faridabad, Gurgaon/Gurugram, Delhi / NCR",6-11,"big data developer, spark, Hadoop, Java, Apache Spark, communication, Big Data Pipeline, Spark Sql"
Lead Product Analyst,Open Financial Technologies,Bangalore/Bengaluru,8-12,"Product Analyst, Google Analytics, Web analytics, Billing, Data structures, Adobe, JIRA, Analytics"
Lead Consultant - Business Analyst,Diverse Lynx,Bengaluru,3-6,"IT Skills, Testing, Computer science, consultant business analyst, Data analysis, Business analysis, Market risk, Agile methodology"
Big Data Developer || Opportunity in an IT Company,Synergy Innovation,"Noida, Pune, Mumbai (All Areas)",4-9,"Talend Big Data, Big Data, SQL, Azure SQL Database, Data Integration, Azure Data Factory, Hive, Big data engineering"
